item_id,tags,locale,region,tier,traits,content_summary
item_8c91841421fb14e2,"Wine Bars, Cafes, Nightlife, Restaurants, Bars, Salad, Tapas Bars, Sandwiches",Tampa,FL,2,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi=u'free';BikeParking=False,"Date night? make it a night! Came across this place with the GF based on a friend's recommendation and so happy that we did! We were basically looking fo | The atmosphere is nice, with cheesy 70s-80s rock music. When I walked in, I was the only person there, and the guy greeted me oddly with ""Can I help you?,"" as i | This place is a combination between a and cigar store and a bar. We went there a few times for happy houring. The best moment to stop by is during their mo"
item_8c918cc95ce84934,"Diners, Hot Dogs, Breakfast & Brunch, Comfort Food, Coffee & Tea, Food, American (Traditional), Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'free';BikeParking=True,"Is the food good? I guess it's, but definitely it's not good at all with poison. What happened, the stupid ownen decide to use chemical material to clean the fl | The is a winning breakfast spot and luncheonette on West Passyunk Avenue in South Philly. It uses fresh ingredients to craft interesting dishes. Sit | South Philly knows how to blend comfort food and haute cuisine better then any place I know and is a prime example. I had the grande breakfast burrit"
item_8c92de9976815b3b,"Juice Bars & Smoothies, Food, Coffee & Tea",Tucson,AZ,-1,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;WiFi=u'free',"I love, love, love this location so much. I love Bro's in general, but this location is my absolute favorite. They are always friendly and outgoing. I hav | I came here a few times and I lost my thing for a free DB drink and the young lady gave me a new one. The staff here are always so nice and respectful it makes | I like the customer service i receive here. I go on a daily basis and they know me by name and what i drink. I love coming to this house for my iced amer"
item_8c98852b1daab57a,"Education, Local Services, Community Service/Non-Profit, Colleges & Universities, Food, CSA",Tucson,AZ,1,RestaurantsTakeOut=False;BusinessAcceptsCreditCards=True,"Fun! Brought the kids, picked some veggies, amazing staff available to help with anything - I can't believe I've never been here before! They have a 5-week-ol | This is 1 of my favorite places in ! If you are a teacher, if you love organic gardening, native plants or want to learn more - this is the place! The pla | Where do I begin?? My family LOVES this place. The is a working urban built by and for youth, It's definitely a GEM in our community."
item_8c9b571da62258a0,"Fitness & Instruction, Active Life, Trainers, Cardio Classes, Gyms",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"Staff is nice (from what I remember-I haven't been here since Covid), but the rates are very dishonest. I had frozen my plan and was still charged the Annual Ra | I started going to this gym from July of 2021 and had to cancel on October of the same year. The prices here are ridiculous. You can get the mid tier plan with | They made it so employees and members no longer have to wear a mask soooo i guess it's time to pay the massive fee to cancel"
item_8ca6b1ef5476704e,"Thrift Stores, Used, Vintage & Consignment, Fashion, Shopping",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;BikeParking=True,"Come on Mondays, Tuesdays and Thursdays for great sales, 30%-50% off items. Otherwise, it's a little expensive for a store. But I found great dresses a | Very expensive for a store! Prices are better on eBay or similar websites for similar merchandise. They do have a fantastic variety of clothes. Some are | I went here a few weeks ago with a friend of mine. The first thing I noticed, wandering around, was that the prices were weirdly inconsistent. There were tons"
item_8ca8a0ba24234eac,"Home Services, Heating & Air Conditioning/HVAC",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"Ken came out this morning to do an A/C inspection, was scheduled between 8-10am. He called at 7:45 to say he was on his way, I was impressed. Ken did a throug | If the tech showed up on the day I was told this would've been a 5 star review. That didn't happen. I gave them 2 stars because once the tech showed up, he did | Courteous and efficient conditioner condenser went out. Mesa came out replaced it in a jif. My system is very old. Guess who am going to call to get a n"
item_8cacf1486fc22e0a,"Bars, Dive Bars, Nightlife",Tucson,AZ,1,BusinessAcceptsCreditCards=True;OutdoorSeating=True;BikeParking=True,"I've frequented as long as I've been old enough to partake, and while I think I may be growing out of atmosphere at this age, I have enjoyed my time | is a staple if you're out drinking on fourth ave. y have specials every night of week and I don't think I have ever paid more than $3 for a singl | This is a great place to see a show. A size able stage with a pretty solid sound system. O r than seeing a show here, I wouldn't come here. It's not terrib"
item_8cb5c9b9b8b2b6e3,"Chiropractors, Active Life, Health & Medical",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"Over half a year now has gone by. I have since seen the good doctor less and less. Why? Because I am cured! My femur hasn't clicked in my hip for a long lon | Been going on and off for years. Incredibly nice people, who stay up to date with current techniques. Rates are affordable, and bottom line - the treatments wor | I originally visited for intractable back pain about 14 years ago. I first injured my back in the 1970's and re-injured i"
item_8cb8825dbf5b6392,"Pets, Veterinarians",Philadelphia,PA,-1,,"I love this Vet! I too was a VICTIM of VCA Neshaminy. For years. Luckily, after dreading my dogs vet appointments I made the move & switched to . Such | If not for my 14 year old lemon and white beagle wouldn't have been around these last 2 years. His ""grand pa"" plumbing leaked and he wa | I love this Vet! From the minute I walk in, until the time I leave, the staff always greets, me and my dog/s. They are kind, caring and gentle when handling m"
item_8cbb4f6cf0c53022,"Apartments, Home Services, Real Estate, Property Management",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"I have been living here for a week. Its a nightmare. It is so loud all night every night. re is a group of boys that drive ir super ridiculously loud race | PROS: All floorplans are a good size Free accent wall painting Slate floors Large bathroom/closet Beautiful grounds, well maintained, big pool, gym, ater Sev | I saw a nice but I'm not sure if I saw a lake crest."
item_8cbcaadabbd45b49,"Middle Eastern, Food Stands, Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=False;OutdoorSeating=True;GoodForKids=True,"'s is the BEST Middle Eastern/Lebonese food I've had. And it's cheap too! He spices everything just right and uses really fresh ingredients. The falafal are | I love 's but it's closed and gone. retired. :( | A bit more of a hike than other carts, 's has by far the best lamb sandwiches and falafel I've tasted. Prices range from $3.00 for a falafel sandwich to aro"
item_8cbda52a97393951,"Cocktail Bars, Bars, American (New), Speakeasies, Nightlife, Restaurants",Tampa,FL,2,RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;GoodForKids=False;WiFi=u'free';BikeParking=False,"This was my first speakeasy and I was absolutely impressed! I love the fact that there isn't a sign anywhere, the entrance is very secretive and secluded. The d | What a super cute place. Great vibe and great drinks. I only stopped in for a drink but next time I'll definitely order food. Who doesn't love a great speakeasy | First time here and I loved it! Came here with my wife just for a quick bite and a cocktail before restaurant hopping elsewhere. It took us two loops around t"
item_8cbf076dfb1056cc,"Restaurants, Coffee & Tea, Food, Burgers, Fast Food",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free',MCD near the airport on the south side off Valencia. Good place to hit if in a hurry. Lunch times can be crowded and there is only a single drive through whic | I had one particular good experience here I was in a rush going through the drive thru to get my daughter a happy meal. I just so happened to be like .67 cents | This is the worst 's in town. I ordered two hamburgers and was served two sausage patties on buns. I don't particularly like the taste of pork and rec
item_8cc299d2ada2065e,"Tanning, Beauty & Spas, Skin Care, Tanning Beds, Spray Tanning",Tucson,AZ,2,BusinessAcceptsCreditCards=True;BikeParking=True,"My second time here. So far, very pleased. I'm new to ning and had a lot of ""dumb"" questions which have all been answered thoroughly. I am ning for relief | They were horrible. I should have known the first time I walked in and the manager mean mugged me as she said ""name"".... I said I've never been here before and | Owner contacted me arguing about this post and claiming I asked for a refund after my month was over. Which is not true I had only ned about a week. Instead"
item_8cc3171aa88a8a45,"Automotive, Motorcycle Dealers, Shopping, Motorcycle Gear, Motorsport Vehicle Repairs, Motorcycle Repair, Motorsport Vehicle Dealers",Tucson,AZ,3,BusinessAcceptsCreditCards=True;BikeParking=True,"I needed a CanAm part for a quad. Service department strongly insisted on taking my phone number to ""Call me when the part comes in"". Unfortunately I trusted | I wouldn't expect much unless you want to buy something off the floor. I asked for a bike that wasn't ""in stock"" and even though I had secured credit pre-approv | This place does have skilled Mechanics and they are professional. But the prices are super high. I had a tune up done on a newly acquired quad. No parts requir"
item_8cc58147c3d4038e,"Sushi Bars, Japanese, Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=False;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,"I got a togo menu in the mailbox last month ago and decided to give a try. I ordered Special Boston Roll and Rainbow Roll I have to say very Delicious!!!! Fish | I give it 5 stars for overall value and convenience. Frankly, there is better sushi in the city but it has the best in the south Philly area. Very fairly priced | excellent food !! ordered just around 10pm and the food was delivered in a shorter time then we were told. chicken teriyaki was a huge portion - very good."
item_8ccfc264b0124c53,"Shoe Stores, Fashion, Women's Clothing, Shopping",Tucson,AZ,3,BusinessAcceptsCreditCards=True,"Great products, great service, good local business, central location on University near the U of A. | I absolutely love this place. They stock more Rainbow options than Nordstrom's and offer friendly service. | I was so impressed with , that I made a Yelp account just to review it. The man who runs the place has been there for more than 50 years, and he is so h"
item_8cd19e6268d407d8,"Restaurants, Pizza, American (Traditional), Sandwiches, Halal, Breakfast & Brunch, Mediterranean, Greek",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;BikeParking=True,"Really disappointed with the service today. Ordered s online and had to wait 45mins for them to be ready. When I arrived to pick them up 20 minutes after or | Seriously... the best, most kind, service I've ever received at a restaurant in years! The man behind the counter (gosh i really wish i had his name) felt like | First off, customer service is amazing! The owner was so nice and kind, and had a good conversation with us. We came in at 8:46pm and were informed that they ac"
item_8cd1dfdd20ce03e5,"Restaurants, Vietnamese",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi='free';BikeParking=True,"I ordered the beef and brisket and the wonton soup. Broth in both were excellent: flavorful, clear and just enough spice. The shrimp spring rolls were tast | So I've always been a little skeptical about having Phô as take-out. Figured I'd give it a try after all the positive reviews and honestly I need a Phô fix & I | Two stars because I really wanted to like this place and the food was not bad. Now that that's said... I really should give them one star. Ordered again la"
item_8cd6dbff66acc502,"Home Services, Gardeners, Landscaping, Tree Services",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"I contacted this business based on the positive reviews. I contacted them on a Friday morning and was was told he would be to provide an estimate that day. | These guys provided good cutting s, but it is the ""collecting"" aspect of their business that is shocking ! I am of state and told them I would s | Really nice people, fellow delivered the wood when he said he would, we really liked him, plus he was really a handsome guy and nice.........anyway the wood was"
item_8cd99d3492f63adf,"Restaurants, American (New)",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free',"This place was so cute! We sat in a big booth upstairs and it was sunny and clean. The breakfast/brunch menu had lots of options. I ordered the pancakes with c | Having just opened I'm giving them leeway with the stars. While sitting down I counted over 10 flies swarming around us. The ingredients in the omelette were | Just went there, it's a great spot. It was lunch so it was pretty empty, but our waitress was super friendly and helpful, food came out very quick, and was just"
item_8cdaa39d901e7f06,"Home Services, Apartments, Real Estate",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"My friend just moved in here today. So far, there are no complaints. The staff appears to be friendly thus far. The person that lived before him failed to cance | Man oh man. Ive been waiting literal YEARS to write this review. I told myself I wouldn't write it until I was out and had my security deposit. So kids, HERE WE | I have lived at for a little more than 2 years. Looking back I would have saved more money, time and aggravation if I just went across the street"
item_8cdf170e75eeea55,"Fashion, Shopping, Men's Clothing, Department Stores, Women's Clothing, Shoe Stores",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,"I bought a dress shirt and the first time I wore it (2hours in) I noticed the cuffs were frayed and separating from the sleeves on both arms. I returned to the | Where do I start... Background: I went in for a watch repair, a simple battery replacement and I have life time warranty on free battery replacement on it. P | In general I love 's no matter what location. What ticks me off about this one is lack of housewares and the unclear placement of escalators to move from f"
item_8ce0bbfadb30c08e,"Nightlife, Bars, Dive Bars",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;OutdoorSeating=True,"I'm a afternoon guy. My crew hand with Stephanie listen to old school music and drink. A great and Stephanie is an amazing tender. Come buy one afternoon | Don't let the two-stars fool you. I'm actually a big fan of this . From 1998-2004(?) I practically lived here and played pool all day, every day (this was wh | Good ""neighborHOOD"" . Strong and cheap drinks. Loud music. This weekend they were showcasing Double R Catering which was amazing. Their food was outstanding."
item_8ce4eaea19d56335,"Public Services & Government, Post Offices",Tampa,FL,-1,,"Post may be past technology for communication since email, social media, web base advertising is very convenient. We like to support our post as m | They literally let the phone ring, and then proceed to pick up and hang up. Highly unprofessional! | This post used to offer a decent experience and the lines were not too bad. Unfortunately, in recent times I had a few poor experiences. One issue is tha"
item_8ce7d4a371f8b9a9,"Restaurants, American (Traditional)",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"I am extremely disappointed in !!!! We have been re before and it was okay.... Today was my husband's birthday and he chose that for his birthday | Love this place! Family and dog friendly on patio, new menu is delicious and staff is all friendly and fun. What's not to love? Recommendations...any bu | 2 years later... Walked in after a 12 hour day. Not happy. It took 15 minutes to even get recognized. owners were sitting at table next to me with cock"
item_8ce8e9214e476d17,"Waxing, Beauty & Spas, Hair Removal",Tampa,FL,2,BusinessAcceptsCreditCards=True;BikeParking=True,"My experience was horrible!!!! I was a first time client to . K. but this was not my first time ing either and I am appalled. I was filling out my fir | Not impressed!! Disappointed actually. I've been getting bikini es for a long time. Usually, at Pia's (which I love, but it is pricey). I tried to save a lit | I have been a customer of K for several years first discovering the chain in Gainesville. I believe it is a franchise system but the quality, cleanliness an"
item_8ce9c52d635fec98,"Comedy Clubs, Music Venues, Nightlife, Jazz & Blues, Arts & Entertainment, Lounges, Bars, Performing Arts, Dance Clubs",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False;WiFi='free';BikeParking=True,"The sounds of really really good jazz floated about 1/2 block down on Sansom and drew me into this place last Wednesday. The bar itself is nice and they have a | Wow, I've been going out in Philly for awhile and I finally checked this place out recently, what a fun time this place was! Id definitely recommend checking t | is an excellent bar and night club. It brings together many facets of Philadelphia from heavy drinking to obsessively watching the Flyers and the"
item_8cee6159287b89ca,"Dive Bars, Nightlife, Bars",Philadelphia,PA,1,BusinessAcceptsCreditCards=False;OutdoorSeating=False,"The thing I do before I locate the best nearby Chinese take-out jawn but after I locate the best nearby pizza take-out jawn when I move to a new neighborhood, i | After following the progress of a new bar opening in my old ""hood"", my girlfriend and I decided to check it out one weeknight. Super friendly bartender (who wa | Welcome to Philadelphia, land of violent savages. There was an unfortunate and relatively serious incident several months ago at my favorite neighborhood bar,"
item_8ceedc84e0c2a703,"Nightlife, Wine Bars, Cocktail Bars, Bars, Beer Bar",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;WiFi=u'free',Very good. The woman working there was very nice she let us try several samples until we found what we wanted. The cherry pie cider was very good. You can walk | The is awesome. Plain and simple. I've been twice now and will definitely keep coming back. The menu of draft picks is extensive and includes | I went to the bourse last week since they renovated. The building preserves the historical beautiful architecture with a touch of modern updates that pairs perf
item_8cf228ef6c1cf05d,"Fast Food, Food Trucks, Food, American (New), Restaurants, American (Traditional), Comfort Food",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,"I went to the Nightmarket recently, and got to sample their pesto and mozzarella and cheese - and I must say, I was pretty blown away. It was $9 for a bowl | I wish they were at LOVE PARK everyday! This & cheese is by far the best in Philadelphia. I would put it up against anyone that thinks they have a good | If you're a &cheese fan, you'll love this . I tried this past thursday at the night market in Chinatown. In previous years, always ha"
item_8cf3cb38d3182125,"Food, Grocery",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;BikeParking=True,"Every parking lot is a death trap and this one is certainly no exception. Make sure to have 360 degree vision because, if you're not looking everywher | Ive been coming to this for years. Even when it was across the street. I still like the store but have some reccomendations. Firstly they dont have the | This store is the WORST in the Port Richmond area. First the parking lot is nothing but a big trash can, you never see a staff person trying to keep it clean c"
item_8cf3fcced58eb743,"Sandwiches, Restaurants",Tampa,FL,1,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;GoodForKids=False,"I absolutely love this place! The best s in Tampa! Unfortunately, I have become spoiled with the convenience of the Mike's chain and have neglected | A Haiku: Grumpy older guy enemy of mayonnaise slicing awesome s | This is by far the best place in town. I love the bread and how they slice your meat up right when they are putting it together. The staff is great. I crav"
item_8cf86a5a2d82ebc6,"Shopping, Hardware Stores, Home & Garden",Philadelphia,PA,3,BusinessAcceptsCreditCards=True;BikeParking=True,"Awful experience at this place...bunch of crooks! Overcharged me for plumbing part that didn't work and then refused to give me store credit when returned. Do | Absolutely awful! If you aren't ABSOLUTELY SURE about plumbing products purchased, don't buy them there. They don't take returns even if unopened. Only give | Couldn't find metal sidewalk grates for the water/sewer drains at Lowes. Staff there and a customer agreed that if S&H does not have it, no one does. Go to S&"
item_8cfbb2cc938e3e73,"Social Clubs, Arts & Entertainment, Nightlife, Lounges, Shopping, Vape Shops, Bars",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;BikeParking=True,"If you are looking for a laid-back atmosphere and employees that don't intimidate you, this is the place for you. I have been vaping for a few years now, and re | This place is totally amazing! I don't know too much about this industry, but the owners are running a very good business here. When you first walk in, you pi | I stumbled upon the Yelp page doing a spontaneous search for new vape shops in the area and made it a priority to stop by this weekend. Stopped in here"
item_8cfbef97722d2d75,"Restaurants, Pizza",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;BikeParking=False,"I never liked from anywhere else because I'm picky about sauce flavor. I love their with or without sauce because thier white is to die for wi | has a real nice . The steak Sandwiches are pretty good as well. The restaurant and waiting area could use some cleaning up and updating. It | BEST spot in the neighborhood and we've tried just about all of them. I'm addicted to their sauce , you can tell they put fresh basil in it. Food is alwa"
item_8d00ff9e1920a75a,"Wine Bars, Nightlife, Bars, American (New), Restaurants, Italian, Spanish",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi='free';BikeParking=True,"The decor is nice The menu however is very limited. They're a few options as far as food and desserts. But the burger that we ordered was delicious. Prices ar | Loved the food and ambiance! The restaurant is small and cozy.. kind of feels like you are in a train car. Had an 8:30 reservation but when we arrived they tol | Came here for a quick dinner for two on a Sunday night, and it was easy to grab a table. I love the restaurant's retro-feeling color scheme and decor with the b"
item_8d0afabd5395049e,"Arts & Entertainment, Performing Arts, Drama Schools, Middle Schools & High Schools, Education, Specialty Schools",Tucson,AZ,-1,GoodForKids=True,"One of the really good experiences in Tucson. I only wish it were more comfortable and handicapped accessible. At least they try hard to accommodate. Th | Wow! I went to the Theater for the first time with very low expectations. First of all, I have a low tolerance for ""boring"" theater and an even | ""I regard the as the greatest of all art forms, the most immediate way in which a human being can share with another the sense of what it is to be a hum"
item_8d0f1bfd3dc74b19,"Airport Shuttles, Hotels & Travel, Transportation, Limos, Taxis, Buses, Town Car Service",Tampa,FL,-1,WiFi=u'no',"They picked me up on 7/15/2016 for a ride from new Tampa to TPA. The driver was 10 minutes early, courteous, quiet (as I was preparing for a meeting) and very h | I ordered this car service based on the great reviews on here. I spoke to Tom on the phone and he got all of my info and sent me a confirmation. I was surprised | First time I've ever used a car service to go to the airport. Our flight left at 640am so we had to be picked up very early. The driver was early which was a go"
item_8d10ffee178b7fb1,"Eyelash Service, Beauty & Spas",Tampa,FL,-1,BusinessAcceptsCreditCards=True;WiFi=u'free',"I like that they have a membership program but I'm not sure it's worth it because their tech seems inexperienced. I had a full set about 2 weeks ago upon r | Free set of classic eye extensions and I rather not had wasted 2 hours. I normally fall asleep during an eye appointment but I left with a headache. Tec | Thank you (and Jasa) for my beautiful es. When I was first looking through the website, I started the process of scheduling an appt and then decided t"
item_8d127e06175f45e7,"Dance Clubs, Nightlife",Tucson,AZ,3,BusinessAcceptsCreditCards=True;OutdoorSeating=True,"Come on. One word. Cougars. The patio is okay. The drinks are not mixed very well and not a bargain. And the dance floor is small. If you foothills men | Wine selection is very good... and the bartenders will even make an effort to make the most bizzare drinks you ask for. You hardly have to stand in line for a l | Disclosure: I am a recovering Tucsonan now well-settled in Phoenix. I enjoy the Phoenix-area nightlife, and that does occasionally include the douchebaggy, chee"
item_8d1293986abceacf,"Coffee & Tea, Food, Kitchen & Bath, Shopping, Home & Garden",Philadelphia,PA,2,RestaurantsTakeOut=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;WiFi='no';BikeParking=True,"is my lunch break escape from the everyday montony of office work. I know that during my own personal, post-lunch tea time I can wander into and sel | During the 2 o'clock workday lull I decided I'd take a stroll around the block and take in the sites and sounds of our bustling metropolitan. That's when I reme | I gave this place another shot based on my friend's experience and the tea that I have tried from there (gifted by others) was delicious. What a mistake! We g"
item_8d13ec92f33a227b,"Jewelry, Shopping",Philadelphia,PA,3,BusinessAcceptsCreditCards=True;WiFi=u'free';BikeParking=True,"Let me make this abundantly clear, I love . However, ""I hate "" is probably one of the best Ad Campaigns for a jeweler of all | I wanted to give a fair shot. And I did but, unfortunately, I am going to have to echo the sentiments of many other reviewers who came before me - | Can I give it no stars? If I could, I would. Went there for my husband to buy me a necklace. Felt like we were in a sleazy used car place. The salesperso"
item_8d14c166d02d1234,"Beauty & Spas, Chiropractors, Physical Therapy, Health & Medical, Massage, Massage Therapy",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"Excellent visit! I had waited 4 months to return for an adjustment my neck showed it. I got a 30 minute from Lori - she was strong sensiti | Dr. Kollias his staff are amazing! I can't believe I have waited over a year to post a review, but after spending my last few months with one of my favorite | As usual....Dr. K is wonderful! The staff at SRC is always so friendly helpful!"
item_8d1750dc1f0df9c5,"Lounges, Nightlife, Bars, Cocktail Bars",Tampa,FL,-1,,"This is located at the upper level of the Current hotel at Rocky point. One thing to note is that there is absolutely no self parking. There's valet parkin | I've been here several times... The most current being the end of July. The view from this is gorgeous! The reason I give it four stars is the limited m | What a great hideaway to spend an evening with friends or your significant other. I'm not sure how long this place has been here, but I'm glad we finally discov"
item_8d1a0fa2e819a79e,"Cinema, Nightlife, Arts & Entertainment, Music Venues, Performing Arts",Philadelphia,PA,1,BusinessAcceptsCreditCards=False;OutdoorSeating=False;GoodForKids=True;BikeParking=True,"for some reason, penn, which owns place now, has decided to put zero money into this place. it's an architectural wonder, but crumbling. you can smell s | Love this place. This venue and it's staff have personally helped myself and West Philadelphia community in a manner that has changed many lives for bet | This is cultural nexus of west philadelphia. In my opinion. Every final thursday of month is an amazing event called Ga ring, which has breakd"
item_8d1a4beb702d21ef,"Food, Pizza, Restaurants, Italian",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi='no';BikeParking=True,"I am so torn. Perhaps the service was lacking because I came in on St. Patrick's Day. However, with prices this steep, I EXPECT fantastic service especially whe | The pizza is good but it's super expensive. We ordered a salad called ""market greens,"" which was 1/2 a bag of lettuce from the grocery store dumped on a plate, | I know my pizza, my family has been in the pizza business since I was in short pants. There was a long wait to try this place on opening weekend, fortunately I"
item_8d1ae3be2f534f58,"Restaurants, Salad, Chinese, Buffets",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=False,"I was hoping this would be something like the new China which I really like. Their Hot and Sour soup was very watered-down . When I went to get some egg | The recently opened did not bring us . We had dinner there on a Saturday at 6pm. When we arrived we were the only guests. We were immediately greeted | First visit to JB and it's okay... good for a Chinese , and caveat that I am not a fan of Americanized Chinese food. The good: lots of - a tiny bi"
item_8d1ef2d8328a957a,"Building Supplies, Home Services, Shopping, Nurseries & Gardening, Home & Garden, Appliances, Hardware Stores",Tucson,AZ,2,BusinessAcceptsCreditCards=True;WiFi=u'free';BikeParking=True,"Called 2x for windows and blind help. Got My call transferred to literally every department but that. So annoying and on top of that people on phone sou | You ei r have a great experience with a very helpful person or a disaster. n if you are struggling, you have a line that is much longer n it should be. | I'm in absolute disgust. I walked into to buy packing boxes. staff was courteous, smiled and directed me to appropriate isle. I hav no compl"
item_8d23f906a4284115,"Videos & Video Game Rental, Books, Mags, Music & Video, Adult Entertainment, Nightlife, Shopping, Adult",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;OutdoorSeating=False,"since this store model is dead, this town is lucky we have one left... helpful staff and has every thing.. thank god their is still closeted gays who are | A cozy, friendly pillar of the Washington West community for over 25 years. Half of the store (the upstairs) is dedicated to regular selections and the downsta | I had no idea what I was walking into. I was in the city searching for a particular music documentary on DVD. FYE didn't have it nor Long in the Tooth. I also b"
item_8d258c9dca82d151,"Fashion, Used, Vintage & Consignment, Shopping",Philadelphia,PA,3,BusinessAcceptsCreditCards=True,Disgusting store. Smells strongly of urine and very disorganized. The lady who owns it is crazy. She tried to push a dress on me that was very clearly too small | The owners are thieves. I'm pretty sure their entire inventory is stolen. Also noticed that they're running and electrical cord to the apartment upstairs to pow | i had really been looking forward to checking out after spotting its enticing sidewalk sale one day. the owner seemed to be off to a rough start the d
item_8d27699fa62646d9,"Health & Medical, Diagnostic Services, Laboratory Testing, Medical Centers",Philadelphia,PA,-1,,"Like Jeffrey C., I was definitely a bit turned off by the overall feel of the place when I walked in. The waiting room looks like time has passed it by and the | Whatever you do, schedule an appointment. If not, you will be waiting there for half an hour guaranteed. I'm a student at Hahnemann Hospital and all of my physi | This place was clean and relatively comfortable. The staff were kind, efficient and helpful, and I had no trouble making an appointment online. On a Monday morn"
item_8d281f853a9d803a,"Car Dealers, Used Car Dealers, Auto Repair, Automotive",Tampa,FL,-1,BusinessAcceptsCreditCards=True;WiFi=u'free',"I want to start by saying my family has been 20+ year customers of Reeves and during that time probably purchased 12+ cars from them across all their brands. | I've been to this dealership three times. All for service. Curb appeal: This dealership can be easily driven past if one isn't paying attention, as there are | I brought my recently purchased, used Subie in to get checked out. There was a recall that needed to be addressed. While there I asked about an inspection."
item_8d28b830a5511efb,"Hotels & Travel, Restaurants, Event Planning & Services, Bars, Nightlife, American (Traditional), Hotels, Steakhouses, Lounges",Philadelphia,PA,3,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False;WiFi='paid';BikeParking=False,"This might effect your health so be patient Stayed at the hilton hotel for a few days so they recommended this in the hotel. Came here for the even | not closed! Open, and very tasty! The filet was WAY above average, five stars by hotel standards! The chocolate cookie dessert is worth a trip to Philly! | First time here...service was blah....ask for a well done steak it came out rear...sent it back and it was returned with some pink still inside and it was dry a"
item_8d28d5cbecd7ea70,"Coffee Roasteries, Coffee & Tea, Food",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True,"So this is like a very delicious, worth the buck shop. First of all, beautifully decorated and done! I think the price is worth the cup. I get the hibisc | Incredibly rude barista. He needs to learn how to deal with customers. Or stop being the face of the store .... Otherwise everything was good. | There are only a few shops that I really love the cappuccino and and and is one that's on the top of the list. I also use"
