task_id,passage,difficulty,slate,chosen_item_id
task_tr002644,My family's been going here for decades. Pizza continues to be incredible. Best plain pie in Philadelphia.,t5,item_85a8c870a221a264;item_3d6fcd55c5780a12;item_3f6f4304e11fbeb5;item_e40a84ae2575c4fc;item_7e52534af77180c6;item_13edd75907622eb6;item_164f71a355a110d1;item_ae70f72654324694;item_7c25152af4dfa3bb;item_550e0a7d36d0031f;item_d9159993d9c7437e;item_1a2020e70ca701d7;item_175428bea367ebb1;item_2d144b7f88bbf169;item_332056e37545a437;item_243bb5b8cb72bd85;item_5d2f7c5adadeb3c6;item_8bcfecec697659d2;item_9ed1a8cc30eb1066;item_3c282d142e0f1123,item_243bb5b8cb72bd85
task_tr002645,"My 2 year old LG Dishwasher began leaking! So, when I had another issue with it last year, I called the company I usually used and they told me they no longer di",t5,item_04571fb920465ee0;item_9c9e6b60876f1577;item_009079e7a540286b;item_3896a2cdcf0dbb38;item_2c833d6c9863c0fc;item_bac6aee34c618dea;item_0dd3a2984b366c86;item_3009cb2c2416436c;item_e88a73e5898fc659;item_c37333eef84d4337;item_a69d8d07514cf528;item_d18ca6b09e7d4437;item_45fc7a9a635c8857;item_90eedebc49c0bb78;item_f37944ff1f345b6a;item_578d7826b92e895e;item_e55791005ae8b720;item_6a8f1932d181b7e0;item_370d70eeed858044;item_b532d586b2932c90,item_370d70eeed858044
task_tr002646,"I checked out the on Girard and 2nd recently. I was in need of a and it's very close to my place so I figured I would give it a go. The building rather nice, a",t2,item_d2c032f55b04d593;item_016f056264c524a3;item_76681ab370347cce;item_5c6099dc72a7168b;item_2793d9d5e754b15c;item_9d52eec0ff085ca4;item_379d2694564e7e1b;item_dba621470c42f0e8;item_5c3e27f3e9a8410f;item_9f062b17a4edd57d;item_826ccf2047ab0d3f;item_1b267153a904336f;item_4bb6219959969c81;item_ffbf02130ce9c74e;item_fa8b14a853568eb5;item_127126aa4f2ec702;item_87317c4eeff98752;item_b49a40e65b542ad8;item_04b4545bef6b5bdf;item_80362241a804d0b5,item_dba621470c42f0e8
task_tr002647,"I really love this place. The staff is great, the store is adorable, and the merchandise is well-chosen. I especially love the local art and crafts located at the front of the st",t2,item_7ff33a6891ade0d0;item_d5e16a9f9eed65e0;item_78d2012c2d64e7a2;item_6e8962b4d6704541;item_f919a7880780607d;item_83a3c65da56cc7c5;item_01ed4889ff398602;item_632ddb35be612f3b;item_ac4e4858fd4137d7;item_0745669d0e935c53;item_72912ac322f9edff;item_37c7ad3d5ab63ffe;item_9a204e5bfc5ee427;item_2c9c85cf6eabb757;item_05fa21bca3343710;item_649441e0fe97aea0;item_ffd80b46b4bec4e4;item_a21aa9928a11e80c;item_370027c35667398d;item_68b9796cf0f41583,item_2c9c85cf6eabb757
task_tr002648,This is a great super . All of the employees have been extremely helpful and pleasant to deal with. I am thankful that this is the closest store to me. I am here very often,t5,item_241b169c402260c5;item_e5b2d09abed40dc7;item_1e06d48ecc90f016;item_2f22736a83a2f415;item_f67c0ccbd69af59e;item_653bfc52d2ca1b82;item_441b271938697f15;item_0872f3a0a74c8486;item_a5cfc6f26d21ce82;item_9fc365b1803c2319;item_d1f609279fa0bc3f;item_8d9b6ff79639e87b;item_40636941d147a62d;item_4aba892f16cf111a;item_e8be0ae385c3a5db;item_08ba38cd6c7c39ff;item_0565bb384d15e7e3;item_97be8bdcfec9dde5;item_5061092041c6e867;item_0ac35facfa839984,item_e8be0ae385c3a5db
task_tr002649,"Easily the best in Roxborough/Manayunk. The shop is no frills, with limited seating but the is out of this world. Aside from being the best, it is one of the cheaper pi",t5,item_466d79237c969dc9;item_07292f0659e579a3;item_3db40ff699ad1681;item_e4a1aa2c0e760b8b;item_f30b7e53b8b2b884;item_d967c601a0ca475e;item_4ddb51d88f6dcde7;item_d1392dfe3419098a;item_62df8a5e8ff9de73;item_8c1aeabab9b7a655;item_a144a1f61991323a;item_243e4d27d2870f47;item_8e6ef60c990e363b;item_32421cb42fd9f0e3;item_b0a5e4a1bc934e8b;item_985bda8ba29e650a;item_f55d08f51b7f80d9;item_e13a1eba2ec6a8c2;item_d9422102336a1f06;item_adea3f0f05184b27,item_8c1aeabab9b7a655
task_tr002650,"This place is horrible. I bought a part for a washer and wasn't sure it would fit so the guy told me if it didn't fit just bring it back., of course it wasn't what I needed. I brou",t4,item_6ffb0d5498232122;item_c20af660e7e40107;item_4ab871d37047f426;item_595ffa87d85fc700;item_614c5cea55d76c11;item_add0012c849bbb90;item_3f2b88449d623fbd;item_04d063b1d2552375;item_0410ce0b6f70ce0e;item_8ba15f357d44bb21;item_70d331d961e06ae4;item_33ab425d989fcf4b;item_e456bd21b080309e;item_b557d7c4bf0cf623;item_66779558061e2010;item_23a262740e6aecf8;item_c0ddebbf1a21dd30;item_be8f7c6813a70de6;item_154b8088955be7f7;item_ab23bc2cfe9700c0,item_04d063b1d2552375
task_tr002651,"Food: I went to this place on Friday Feb 26, 2021 and I will not ever go back again. I ordered 2 platters, one with curried goat, rice and beans and cabbage and the other with oxta",t4,item_1ba243eef46c2d74;item_ee530f0de412711f;item_352e2c285275df33;item_0006051f34578396;item_30c7f40d54edfb45;item_cb7c35739417c9c9;item_9729212abeb18917;item_e77043a80e6701ef;item_a82c55d33f289ce6;item_aa514cd513ddfecf;item_b75f23594975f2f5;item_d69cf949f023db6c;item_55589cce702db461;item_1169a9bcb668dfb8;item_3c30a36bd49c9e81;item_6c07737940b23040;item_f4961d8faa0ada93;item_2405b854673532b0;item_fdcbac58032f1d3f;item_c5f7ef6ee8583b05,item_fdcbac58032f1d3f
task_tr002652,I ordered an steam platter with broccoli and potatoes also a side of shrimps it was good and well worth the money check this place out if you around dont miss out on good food,t4,item_3b652a29303c2fad;item_8e2df8a86a206136;item_54891c7774e56880;item_a4ea2f6e2ada5735;item_bfb8a5eff48e7ec3;item_bd4967f64b5afb3a;item_c82733b7d1b4fcb7;item_f0da0bd7667c15d7;item_0743549c2b5da5d0;item_cb838db3fba22dc3;item_42ea8419325ffbaa;item_c84d557d484de9fa;item_a1c3a004c234fa62;item_1ddcdc0f2f6cdef6;item_2d7e2de0b7818c9e;item_ad10e78215fc8386;item_e1b7e6a5532d1251;item_a1cc0fc67f53b396;item_8a9bfa805a05df63;item_7a77ac6dcba48903,item_f0da0bd7667c15d7
task_tr002653,"I rated this so highly because for sushi lunch, this place is perfect. They have a great deal on buy one get one half off rolls during lunch, and the fish is in great condition.",t2,item_840897d44162b139;item_2ebbf00a7c1add67;item_6bc2d07eece6aad1;item_fd90b0b903124454;item_dd42ae275b1a7c69;item_7f1c0fae279b04ee;item_e6f441a3237e8899;item_4cc035cebc4abe52;item_dcafac0cf80e3d60;item_059bc00cc2c9090f;item_e98aeeb613a51dbd;item_cfcc4251398e59f7;item_ee4124f8388f6069;item_52320daebb3159ef;item_f3a91c801e32454c;item_c2ff67961c6c95f9;item_4a90525260179635;item_723e886411e003ed;item_a2f1b65ac90f842b;item_80caa9d323b5ba90,item_2ebbf00a7c1add67
task_tr002654,I have been here 3 times. The first time was to start service and the owner was the one helping me and he was lovely. He gave me a number I remembered within the first telling and,t3,item_c6f671680e1f342f;item_336173a6d8749744;item_51b0280ab4bdb3d5;item_7ae1532241620f8e;item_eec12489a1a893eb;item_6cb2b686d12c7050;item_ed57ad509ad88f0a;item_727e798e1f13aef0;item_87c682197e58579b;item_6c48e0b1e517c47f;item_5cbeff21778703e8;item_1d46c05f53cd13a4;item_483b482a860a20cc;item_5090d78dc64e770f;item_4042dea25335d496;item_7ec78f1fc2974351;item_8b416a4f4c7fa665;item_3a836e6fa86dabae;item_fc740a779b282dfd;item_24e106e61e5bd35d,item_483b482a860a20cc
task_tr002655,"I eat here often and i love their tacos, but the girl at the checkout counter today at 2-2:30pm was very rude. Guess i will visit chipotle from now on",t3,item_85928fb75cdc4cd1;item_2f50c88bc6104143;item_20681c445b960ae8;item_371333d8b0eacbe0;item_a60a06dced62352b;item_f7eb2b260495f5dc;item_e66f2900c902b255;item_65726b6893cfaf50;item_512fb3eac9b01333;item_5ece830ce06f9061;item_eaf2933b3c163641;item_69f4ba0879468ee1;item_01bf4bac807a47c6;item_a4d24ecc07a1dc5a;item_82bd29adc03b992c;item_377a7f52b8704f70;item_dce2f61c22c460dc;item_46d9378ea0bd2f54;item_0f6ac922557bb99d;item_1aba94a269fcb63d,item_2f50c88bc6104143
task_tr002656,They come into your place snapping photos with camera phones. They look very trashy! They cannot clean. I'll start by saying that I purchased a deal through Living soc,t3,item_23dd08720e0ecc53;item_7ec72102d82fa98d;item_c053ae649d604d7e;item_04b986f1e1612332;item_f4cfb7b24a488054;item_b25b605d47aec014;item_dae5fe38c8465eb7;item_2cd8f5f62389dd9d;item_525f3a86346fd277;item_bbe4556a34c3827a;item_79e48bf4aea8dbc0;item_f063fbfbf4d2fec3;item_7bf7d5d2a6f73c00;item_027ea10c1516febf;item_b223636b1f1076fa;item_a1d04836e4ede02b;item_72ee47645ae39142;item_630adcad8ca5c555;item_8b9fca415e883119;item_0108ff5a507ea8a9,item_525f3a86346fd277
task_tr002657,"I bought a massage coupon from Eversave, but I have not gone in to use it yet. I need to reschedule my massage because I took on a second job and now that schedule conflicts with m",t4,item_f739489c84c803f7;item_f766301109278b15;item_658223e2d20449ef;item_b6cff4a9cba5b36f;item_ac1f74df6571bd3c;item_76633a05be47d2a5;item_4a283964bc99a65b;item_ef929ced97432146;item_ab4e10017e09c76d;item_bb50f382ca3bf540;item_606a57fe517a7149;item_118b165ed889c3f3;item_e4fa7f510718c12e;item_2daafd9c7f7a8f8f;item_34ace912e089e695;item_5bfa8a21cdb03fa1;item_66df34353805ce92;item_5179393698516fcc;item_fa715193afb98374;item_a495846333562c4b,item_4a283964bc99a65b
task_tr002658,Went re last night. Really good and glad that I went. places was big and not too crowded. haunted houses were really cool specially City Meats and Cirque Du Slay,t4,item_1624cee1b5fe05df;item_08d024809f683a94;item_65995183b134356e;item_e35a6b6929233cfc;item_e827ea05f8c76ca9;item_66693792346749d1;item_249eac2be297fff7;item_116351a3b37a2f5f;item_3b73a89d976860ad;item_6498319c76d638b7;item_6be0c3de0e437cd1;item_e067a7cb15dbe224;item_9908d8c3a6068499;item_338d15f31767e7db;item_6c4c3ce82bdc53f7;item_2e88a608e6877768;item_0ebe48615bda991b;item_e5d0d55072c27715;item_cef489389e6e0753;item_ab50e8214da7fffe,item_e35a6b6929233cfc
task_tr002659,"What a disappointment. Was really looking forward to this since it was relatively close to work. I tried what they recommended at the most popular and it was really bland, even aft",t2,item_23931f81b9dbec44;item_6882032e2422b022;item_5c3495f1c8e2034c;item_1498185755f95646;item_04894f4f4a1b21c4;item_06b8c38f38e9afa6;item_53a3f1d371623385;item_b5edd3e18ec41b5d;item_60c3da89863f1f8e;item_d386e2b073708352;item_7d69315263548c8c;item_fb5b7003a67cfa62;item_b3bd5d0209df5a8a;item_2f7a3c58fce369a0;item_2939cce0160bb335;item_7294779df3eca53f;item_3246f66af72547b9;item_5b2b4e456db11ccc;item_18182341a12f5f03;item_d7d521386bcaa3fc,item_5c3495f1c8e2034c
task_tr002660,I was referred to Mr. B's by Annita at Urban Twiggs. I had a custom painted night stand done there and needed a glass piece for it. Very happy with how the glass piece turned out a,t1,item_6b550ef6fa384bc8;item_6c48e0b1e517c47f;item_2328c63daeb80d92;item_0e95a5935d916fe3;item_c15bfa44075f9444;item_aff95097b76962a6;item_8549831b591441c2;item_027ea10c1516febf;item_05ee5fbb661011e4;item_8722f0b214e80feb;item_3c5d2601366963a4;item_83b6650d173f1155;item_11d7c6e1e10cadc5;item_a6bc55bad7e8ea00;item_59e7dcf32849f1ce;item_4189e49f294fa6b6;item_067b728262a2863c;item_132b6b48d68d4455;item_bec21ca719ea1478;item_35d0da5abf16292c,item_0e95a5935d916fe3
task_tr002661,'s did an outstanding job installing my s. I love my new s! The installers were professional and friendly. Everything was completed in a reasonable a,t4,item_bd1efe04ef720c9f;item_b8aaa2fd729c2809;item_81ab5df9555fb49d;item_0f16aa302eb95d26;item_7079552e258ecc4c;item_10b4b5fd160cbd61;item_d45f1198144aadaf;item_7b0d426d97945a4e;item_d10ae24c4917d3e4;item_85e89588ca25fa82;item_aa5fa9a647e8666d;item_26545f1b2523b7ab;item_15210ee773ddbb57;item_5364dce91c053e8c;item_26729b0c2df79c83;item_d77765b4e2c744b7;item_215b3544c6f0a034;item_7fb9ebbc4e1e0fdb;item_72fb25a02e224f3d;item_71b7c4833b498ba6,item_81ab5df9555fb49d
task_tr002662,of is hands down the most knowledgeable and professional tree service in . Traditional landscaping professionals don't have this kind of specialized kno,t5,item_d1180f0d2af3a24e;item_16e22be04b150f30;item_3323b43c431f24a1;item_f67e46f63eba0176;item_d134c2d26b8e5619;item_f59cd4b5ea10dbf5;item_787ec69f7be42732;item_73145c337b200261;item_1aa987dd0dd2b1a6;item_b33075421e5780d0;item_52a34d64a31398eb;item_9c5777c85d8f4eee;item_bfbad53478dc1268;item_fb61580b27f4a43a;item_5eb685f3ded05d98;item_2298f2995ca2a6de;item_98c239b47266a221;item_711f9778d46c6699;item_79d85299d190fda6;item_a66a5d2bcfaa68eb,item_f59cd4b5ea10dbf5
task_tr002663,"I have purchased two vehicles from over the last 6 years and on both of them I was hit with a final fee, months after the old lease car was done with. (They sold",t4,item_d1484a2f937f32a5;item_937846ca59ff1340;item_3af3cd206349b67a;item_2b9baf5cddec6568;item_9f429e194089b4b2;item_35490148487432b9;item_496c7afde4835efb;item_fb115a9f3772b3b6;item_48b037086a3ce2a9;item_a5f360bdb090b10b;item_1a6a07094a0400f1;item_13bb13df84c3bc16;item_51df22171164d7fd;item_cf0c935eb8b3ed91;item_2c3150dc68b98085;item_d9ae4066175ffd0b;item_4962a68801684306;item_0333e187bf3ed5ab;item_4adef07b6d7231ea;item_f834af359013105e,item_1a6a07094a0400f1
task_tr002664,"This was very, very bad. Worse than Chuckie Cheese and CiCi's. I ordered two slices. It was very greasy, small, and microwaved and tasted cheap (I got through a slice and throug",t4,item_9f1a930f7eaf7271;item_68810d5ca2bffd91;item_872befae4485b4ac;item_9e405f15ddbc60f8;item_ec0ab4332f878e67;item_135cf3283c3696a9;item_6927b46698ebec6d;item_4aa76f42d078aceb;item_94b7db7ec38ba3d3;item_065e935a74c3b0c1;item_ee47bde3980dc6c9;item_850a408b6af94646;item_1a648137ee228ecb;item_e4d41951c7b84c1a;item_fa3b160c4f86524f;item_85a8c870a221a264;item_3bf8252f96dbda40;item_37af3117e8605f63;item_4b905f86c03d160d;item_08a3166b75d8b408,item_4aa76f42d078aceb
task_tr002665,Actually reasonably priced groceries for being in Northern Liberties/Fishtown area. The guy helping us out (I think one of the owners) was friendly didn't rush us to pay or any,t2,item_432b2b9ba65b122f;item_f47bc7f0e9cc1fd8;item_bd93047b847b3172;item_4cb9a10f214f5e64;item_918920d97bf9f0fd;item_6dfd24cce7a2cacb;item_46db177f1b931f6b;item_d791f1a544c8c1c1;item_18aa5396be353113;item_1eb58dbc3d8fa9ad;item_328f403bd12e63d7;item_9f8f7c90852cf9bb;item_4fc76b2b28df8ccf;item_ca1dd02bed9ec1ee;item_4677715548109dea;item_101ee6cf826c6e8d;item_a52fe1cf9a38e44e;item_898b7cca84a5abee;item_e9e4a876ef1f434f;item_42b894ba83e93afe,item_e9e4a876ef1f434f
task_tr002666,First time at this quaint restaurant in Philadelphia's Chinatown. Really enjoyed everything about this small mom/pop Hangzhou style Shanghai dumpling/dimsum and noodle restaurant.,t3,item_a3ae538d938d7022;item_0b43cf212ca84c0c;item_348dc8c0ca8c1a9c;item_43767d864ef55791;item_556a1cc6c46202c4;item_69f99c4c947b1c7c;item_7afc9328a7ebc78e;item_28099e24e39f1766;item_39f2d82fc6bb2359;item_ce49d79945bd4da8;item_7eea9597ea1cb9dc;item_2c0347114bf1264a;item_8b0625a0e274dea9;item_ebff475ffe096ba8;item_93f5b8e648a5d770;item_8f3102d5af4446c8;item_36827433915a4f0b;item_45a334303f526fe1;item_2e7ab8d459d0d6cc;item_9d2daf6fba393e4b,item_7eea9597ea1cb9dc
task_tr002667,"Rude and overpriced. DO NOT BUY OR SELL TO THE STORE! I always love to find locally owned shops for a more personal shopping experience.... just not personal in a negative way, s",t1,item_2f6c774d49552915;item_ef7d474229a901c4;item_c29d0486f6235b2f;item_1815972f60c5ae81;item_e0017f5949db0193;item_a7265877bd82ab2b;item_3ba0849e64f514df;item_04af9b4a7518b78a;item_1e6e772f33b2346f;item_537eca09f8567a22;item_60196d7d86a52d3f;item_0565bb384d15e7e3;item_f9df4e4ddcf55925;item_9fcafaded13b0915;item_656fefad6971be62;item_66ab8f5c82287b9d;item_7ec72102d82fa98d;item_e60ace9530162067;item_115e40a5b06b0e20;item_ae6544ed6cff26b3,item_e60ace9530162067
task_tr002668,Still hiring for our mesquites and still receiving great work. Thank you again.,t1,item_7811512745f4c4fb;item_584af6123b7e20d4;item_875e9b4a5a547c75;item_1409dcc5a6962a5d;item_9c9178adc4214398;item_aa38e1e4d3825738;item_f2e2c0fe1e5927a2;item_d10a6a86184c9902;item_7ad669089635c9bf;item_2387a655234fa02d;item_1650e466bed5ac76;item_a3012db0caf78f29;item_fa8b14a853568eb5;item_9d52eec0ff085ca4;item_826ccf2047ab0d3f;item_b9542ffd13f3a6ba;item_873e5cf4c78d92db;item_07d47b768a4cd28d;item_d3e99e9d6c491566;item_bdad93807177d5aa,item_584af6123b7e20d4
task_tr002669,"I usually I wouldn't rate a , but I live down the street from this location and I stop in here every morning around 6am on my way to the gym. I have to say the employees are",t3,item_04f6e95743e20fa1;item_5718fde4e9d8dc97;item_b9635a15ae465bbd;item_e725930b83210a0f;item_04f87ee3872ca37d;item_e10513b1aa524db3;item_8a2e1003ea30a51a;item_e6ef4e0e5f94be5c;item_4b80011c7ae7aaae;item_ebb00511ce8092f2;item_a2c9ea7c1358eb08;item_4d9bf47fb433a682;item_2ef4c47e7622c657;item_de98c2ca8ed8b96f;item_44d8fc9358aa753f;item_e4df58ecd5507f76;item_a697f2353416fc6d;item_6acbac6a9f1992fb;item_03e3f1c2fe949020;item_c1f5f0bdbfababf4,item_e10513b1aa524db3
task_tr002670,I came to this and ordered a plate with half chow Mein and half fried rice I had NO chow Mein and only all the vegetables they put in it INCLUDING this huge piece of,t4,item_7962e2538130b3e6;item_f0da0bd7667c15d7;item_b2c31f8ad394414c;item_a1b3609a66426467;item_46759d2343ee88e7;item_b060f7f93288a0da;item_3c307c7f57177082;item_8278ef29ab532a4c;item_a9af53a2f7e0fa94;item_ea4bd987089831ad;item_343e2e912510ac1c;item_b0ad10ada457e779;item_6bef878bd231f7f4;item_1ecbb447889af7fd;item_8e1d4e81f1aed13c;item_c6bb0a44f49f81c1;item_63f194bba61b806c;item_a323f31144f55155;item_d9d45753f104597f;item_c6eaa4425c6d7435,item_ea4bd987089831ad
task_tr002671,Ordered online and waited 40 mins in the drive thru because the inside was closed. Called multiple times to see how to skip the line but no one answered. Then we I get home we open,t4,item_0f55dc79435c41a7;item_a5d0ce4cb87d50fb;item_db55001385cb4ded;item_2daf0026258394b5;item_febbf03393c31e27;item_e4a034d5909c51be;item_34922956b0331efb;item_4cc095cc0f30c0b2;item_87f187861ef15c92;item_715356a1a9c1c3d1;item_d80c430416ace533;item_7e05f7b90c2bb24f;item_82191edf4ec9b962;item_6eca89c9edcbc94b;item_651102fe7db17ece;item_aca8455fe4a47f89;item_97647fa605d021e4;item_1795f48660e0cbd6;item_feea85e3390415e5;item_19447ff0534e628b,item_aca8455fe4a47f89
task_tr002672,"The sandwiches here are pretty good, but nothing to shout about. All of the sandwiches are grilled. Each slice of bread is at least an inch thick, which can make for a bit of a m",t2,item_56ed964eec058275;item_5d64f168187d7bf9;item_c58e1c39a6eb6bb4;item_699c75abdbbfc340;item_b58399e8352b61dc;item_25ffd42dc7c4bea1;item_b138aabf2a86f077;item_9f1a930f7eaf7271;item_3a0ad991f9170b9b;item_6ca8e3e9afbcfde5;item_9a37113882de7baf;item_47d0c563f8d45c01;item_7e37c4b4de96686e;item_cbb8776a9f4060fe;item_5c87e170b396057f;item_a7a8a1d7d125c6b4;item_e31d6e08320c1a32;item_6730d44765a835a1;item_af46e74e92f4c765;item_8cfbef97722d2d75,item_6ca8e3e9afbcfde5
task_tr002673,"We order appetizers got combo platter ( guacamole, cheese curds and asparagus with sriracha sauce ) really good got chicken sliders enjoyed m. Service was awesome will be ba",t1,item_3057799e0a25b4df;item_ad79805ab4f7d182;item_dd88ee873f6518c8;item_7fab29b8387147fa;item_8bb02581e0b23975;item_59599697b44bbebe;item_1e2f726ce72cba96;item_e8dde03a598685e8;item_7c4aa517c76904e6;item_cdd18120454d61c5;item_3aadc9e21023c9b1;item_55c4fed14c2c23a8;item_a4822c3df29d03f1;item_121f17ea439461cf;item_f5a82f92cd74174f;item_edc96c011bf59ad6;item_a8d528810d2986b6;item_041bc8cc30f100f0;item_348136e69da5c11f;item_fbb70e92337dc5af,item_8bb02581e0b23975
task_tr002674,"I am so disappointed in this place. I used to ALWAYS bring my Pom here. Dr. Armstrong was always so sweet with my dog and always gave a thorough exam. HOWEVER, their record keeping",t5,item_f7ecee77facb4c3e;item_7483d096f76ba764;item_3d768c5a7feaf99f;item_f495f991fa7688bd;item_6693cf09c8bf168e;item_6aa9bebc86e40002;item_4b1698e6dedb587a;item_fadd3e07a25b7cd5;item_a53785e9e16d9506;item_100a1481aa909a71;item_125264fef2eec00c;item_f53e6def872a5f5a;item_48bb93230be8687c;item_9ddcc0bbd60974f6;item_4c8e1b457a9ef2d0;item_c2d872ff60261d69;item_689e928f2fbb7943;item_d0c9e5f90aacc8de;item_8031e749186e96aa;item_dee3a770d8160594,item_dee3a770d8160594
task_tr002675,"For our wedding day, I didn't feel like running around to salons so looked into on-site hair and makeup. After looking at photos and reviews of various s, I set up a trial w",t1,item_9ae6bcc635056bf7;item_08b3fd6a75f86553;item_5355bd1db419e559;item_f5dc5a3459d49200;item_18d3cb4a1dd6ac2b;item_a773c0b8bdbf1665;item_86c8b2cea1ba7efd;item_b16854bbbedb18e5;item_63dcacc0fedd99e8;item_f285437a4921ef1f;item_7cff80fa351c541b;item_da0f0de4c8ae3f96;item_8791962e35269d91;item_ea4620d8c3c99c25;item_06bf8b0d6b68a35b;item_733fbbd71f2c033e;item_78eb7f9822ac5212;item_2beef8c402e360f9;item_c9e7409531d22ff0;item_1f7e55fde8284365,item_06bf8b0d6b68a35b
task_tr002676,"I've tried many salons but Mimi at did a perfect job on my . I wanted an hombre with sparkles, you be the judge!",t1,item_1b3a780bcf65e6f7;item_f1ac556d1e634a5c;item_87c1be0eebc90f35;item_6627cbb145bbda97;item_bd6042fe69366bea;item_850393d8a0a1f1eb;item_023f5044afe6e00d;item_95f2b204975ef256;item_f51f362761ccd8c5;item_744d508d7c879acb;item_f57b901d88d00b7a;item_06d4b3b2ccc00f90;item_41f17e07efbb5b22;item_668fe5720ffa83a4;item_6f984e03918d54f5;item_77db2d768f0cc2a9;item_6573c65c09402a85;item_3283ee2253843e4f;item_3be1f70ba3adef8b;item_b251abd78035ce42,item_6573c65c09402a85
task_tr002677,"The food was very good I dug right in as soon as I got it.i was very hungry, lol. I forgot to take pictures, but I will be ordering from here again. We ordered buffalo chicken pizz",t1,item_9c2d88729e783a35;item_3cd24982af282579;item_7b4153fef9d1a835;item_cb693f8247eb1cee;item_95027f41e8f92745;item_33fd68881b3173ce;item_b4bca0f8f466873a;item_e1a3a4a5d9c9fefe;item_2984f0b42ede98b3;item_87c20d7992e2180f;item_c7783781d162903b;item_c91c3811e8ee8e70;item_ab31b52685998694;item_90bee44874bdcb49;item_f0e0c39d57ec6ca1;item_cf1704cdf9c269e2;item_821749c19d26202d;item_a6b66848b336dfb1;item_cc2b90536acc4698;item_92e4f3c2efb8f206,item_2984f0b42ede98b3
task_tr002678,Nice takeaway store and (small) tap room/bar. Good place to hang and try different s or just get some to go.,t4,item_86181d049ba9b105;item_af6ac7f9133eded2;item_352576387198d1dc;item_23931f81b9dbec44;item_fb741008b877051b;item_53de7aa4db97bbeb;item_c2071af6575eb283;item_3db40ff699ad1681;item_b1bb0793e7a33cdb;item_b6d40922834dde15;item_67d5afb9976cd5d5;item_3226479aa5952386;item_5905827a554ee298;item_2f7a3c58fce369a0;item_e3c9bcf0bae0ae54;item_6d728215291e4ef9;item_e4d41951c7b84c1a;item_8b957bce3acb32b5;item_3c63dd0dde98d4f6;item_20e11f24023e3c7f,item_6d728215291e4ef9
task_tr002679,"'s has got a good thing going. It's like a factory. The is so consistent you'd think a robot made it. It's nowhere near my favorite , but it gets the job done w",t2,item_ce09abfa06b20971;item_10e03ed10a4be4b2;item_ded264fab93fa458;item_3f462f2da0269143;item_e067a7cb15dbe224;item_ddcca6ad6117d914;item_a8637434a0a3d960;item_05a9b9208a2ce5a9;item_f3a0cbd074cad6b2;item_2a1b08a8f7b61ac0;item_9713e70594e24b0a;item_744ed06677a6a195;item_27b57e9f82dc6171;item_014c42f77b8c1f1c;item_29d3f454bbc38188;item_18db0a80869d1774;item_7c25152af4dfa3bb;item_7ffe3bc9de9abf60;item_aa713ba1cf9da777;item_23def31b11f5a3e3,item_10e03ed10a4be4b2
task_tr002680,I had an absolutely WONDERFUL experience getting my watch battery changed here. The couple who owns the store were so pleasant to work with. They fixed my battery there in only a f,t1,item_813270776b981feb;item_937457f328cf16ef;item_7d9fa0193392a81f;item_01508d002415cda9;item_157ce52fa793907f;item_8772945d39de885f;item_51a582523a597a76;item_b203b5cc57cb7982;item_d01329934ab3156d;item_1ae9672fa8670998;item_ed063a224ee4d9f0;item_79640f1f15f1f6e4;item_d9a00f7f4a0abfef;item_ee08deec6cb5a350;item_d60079edc3cea4a3;item_07d47b768a4cd28d;item_8cdf170e75eeea55;item_9059865643cd83d3;item_0e83b3e7bafeb6a4;item_0544499b20117a22,item_d60079edc3cea4a3
task_tr002681,Not a lot of variety of dancers. Dances out in the open. $20 cover was a bit much. I think the score is low because everyone said it's the best in Tampa and I wasn't that impressed,t3,item_89f7b34d5278fd2b;item_6eca6439a363b508;item_69c77770a591ba28;item_12f38ffddf3e1db7;item_11a3a52774be5a60;item_0a881e8dac85dcd5;item_f8731195fc357fa1;item_b70692de57a471d8;item_b671173c3d9057df;item_61f19bcd80f9ba85;item_900a40935cd9abdc;item_512d7ea8c4d9fd83;item_cceb45a931163856;item_629f668f81960706;item_f61ff05d7d663832;item_36f7678c2e923876;item_447ef9a20d8654c5;item_507d73b083c66327;item_7679c583b5b4af3b;item_72a5dd8003aa10c4,item_6eca6439a363b508
task_tr002682,"Super clean, friendly staff. Highly recommend for all your laun needs. Large and very large machines available. Extra rinse cycles also possible. ers get your close dr",t2,item_0da393d354fe3cbe;item_ba05208f3d00d812;item_d66d378cde9738c2;item_fc7a59507ad6353e;item_e4f3ec8b5c1faad0;item_5d01f09e087d83b2;item_3c623e8bf64e383e;item_63448d0a632cd8dd;item_a11d64ae7b95b737;item_bf216c6c39f50deb;item_d33dd11f4be60d9f;item_dbf961728f1c19fc;item_bb89be20fd8205ed;item_76e649764ed0db96;item_4fa058b00e9118a8;item_895f3f2ed991fcc3;item_62f76feb98706376;item_e8a9303c920129f4;item_fc8dce4c74d2ccfa;item_7af9208512bc4cdc,item_a11d64ae7b95b737
